inventory_id,shipment_item_id,rental_price
706,71,2.99
708,72,1.99
709,72,1.99
710,72,1.99
712,72,1.99
713,72,1.99
716,72,1.99
718,72,1.99
719,72,1.99
720,73,1.99
721,73,1.99
722,73,1.99
724,73,1.99
725,73,1.99
726,73,1.99
727,73,1.99
728,73,1.99
729,73,1.99
730,73,1.99
731,73,1.99
732,73,1.99
733,73,1.99
734,73,1.99
735,73,1.99
736,73,1.99
737,73,1.99
738,73,1.99
739,73,1.99
741,74,2.99
742,74,2.99
743,74,2.99
744,74,2.99
745,74,2.99
746,74,2.99
747,75,1.99
748,75,1.99
749,75,1.99
750,75,1.99
752,75,1.99
753,75,1.99
754,75,1.99
755,75,1.99
756,75,1.99
757,75,1.99
758,75,1.99
759,75,1.99
760,75,1.99
761,75,1.99
762,75,1.99
763,75,1.99
764,75,1.99
765,75,1.99
766,76,1.99
767,76,1.99
768,76,1.99
769,76,1.99
771,76,1.99
772,76,1.99
773,76,1.99
774,76,1.99
775,76,1.99
776,76,1.99
777,76,1.99
778,76,1.99
779,76,1.99
780,76,1.99
781,76,1.99
782,76,1.99
783,76,1.99
784,76,1.99
785,77,1.99
786,77,1.99
787,77,1.99
789,77,1.99
790,77,1.99
791,77,1.99
792,77,1.99
794,77,1.99
795,77,1.99
796,77,1.99
797,77,1.99
798,77,1.99
800,77,1.99
801,77,1.99
802,78,2.99
804,79,1.99
805,79,1.99
806,79,1.99
807,79,1.99
809,79,1.99
810,79,1.99
811,79,1.99
812,79,1.99
813,80,1.99
816,80,1.99
817,80,1.99
818,80,1.99
819,80,1.99
820,81,1.99
821,81,1.99
822,81,1.99
823,81,1.99
825,81,1.99
826,82,1.99
827,82,1.99
828,82,1.99
831,82,1.99
832,82,1.99
833,82,1.99
834,83,1.99
835,83,1.99
836,83,1.99
838,83,1.99
839,83,1.99
840,83,1.99
841,83,1.99
842,83,1.99
843,84,1.99
844,84,1.99
845,84,1.99
846,84,1.99
847,84,1.99
848,84,1.99
849,85,1.99
850,85,1.99
851,85,1.99
852,85,1.99
854,85,1.99
855,85,1.99
857,85,1.99
858,85,1.99
859,85,1.99
860,85,1.99
861,85,1.99
862,85,1.99
864,85,1.99
865,86,0.99
866,86,0.99
867,86,0.99
868,86,0.99
869,86,0.99
870,86,0.99
871,86,0.99
872,86,0.99
876,87,2.99
878,87,2.99
879,87,2.99
880,87,2.99
881,87,2.99
882,87,2.99
883,88,1.99
885,88,1.99
887,88,1.99
888,88,1.99
889,88,1.99
890,88,1.99
894,89,1.99
895,89,1.99
896,89,1.99
897,89,1.99
898,89,1.99
899,89,1.99
900,89,1.99
901,89,1.99
903,89,1.99
904,89,1.99
905,89,1.99
906,89,1.99
907,89,1.99
908,89,1.99
909,90,1.99
910,90,1.99
912,90,1.99
913,90,1.99
915,90,1.99
916,90,1.99
917,90,1.99
919,90,1.99
920,90,1.99
921,90,1.99
922,90,1.99
923,90,1.99
924,90,1.99
925,90,1.99
927,91,1.99
928,91,1.99
929,91,1.99
930,91,1.99
931,91,1.99
932,91,1.99
933,91,1.99
934,91,1.99
935,91,1.99
936,91,1.99
937,91,1.99
938,91,1.99
940,91,1.99
941,92,2.99
943,93,1.99
944,93,1.99
945,93,1.99
946,93,1.99
947,93,1.99
948,93,1.99
949,93,1.99
950,93,1.99
952,94,1.99
953,94,1.99
954,94,1.99
957,94,1.99
958,94,1.99
959,94,1.99
960,94,1.99
961,94,1.99
962,94,1.99
965,94,1.99
966,94,1.99
967,94,1.99
968,94,1.99
969,94,1.99
970,94,1.99
971,94,1.99
972,95,1.99
973,95,1.99
975,95,1.99
976,95,1.99
977,95,1.99
978,95,1.99
979,95,1.99
980,95,1.99
981,95,1.99
982,95,1.99
983,95,1.99
984,95,1.99
985,95,1.99
986,95,1.99
987,96,1.99
988,96,1.99
990,96,1.99
991,96,1.99
992,96,1.99
995,96,1.99
996,96,1.99
997,96,1.99
998,96,1.99
999,97,1.99
1000,97,1.99
1001,97,1.99
1002,97,1.99
1003,97,1.99
1004,97,1.99
1005,97,1.99
1006,97,1.99
1007,97,1.99
1008,97,1.99
1009,97,1.99
1010,97,1.99
1012,97,1.99
1013,97,1.99
1014,97,1.99
1015,98,1.99
1017,98,1.99
1018,98,1.99
1019,98,1.99
1020,98,1.99
1021,98,1.99
1022,98,1.99
1023,98,1.99
1024,98,1.99
1025,98,1.99
1026,98,1.99
1027,98,1.99
1028,98,1.99
1029,98,1.99
1030,99,0.99
1031,99,0.99
1032,99,0.99
1033,99,0.99
1034,99,0.99
1035,99,0.99
1036,99,0.99
1037,99,0.99
1038,99,0.99
1039,99,0.99
1041,100,1.99
1042,100,1.99
1043,100,1.99
1044,100,1.99
1045,100,1.99
1046,100,1.99
1048,100,1.99
1049,100,1.99
1050,100,1.99
1051,101,1.99
1052,101,1.99
1055,101,1.99
1056,101,1.99
1057,101,1.99
1058,101,1.99
1059,101,1.99
1060,101,1.99
1061,101,1.99
1062,101,1.99
1063,101,1.99
1064,101,1.99
1065,102,1.99
1066,102,1.99
1067,102,1.99
1068,102,1.99
1069,102,1.99
1070,102,1.99
1071,102,1.99
1072,103,2.99
1073,103,2.99
1075,104,1.99
1076,104,1.99
1077,104,1.99
1078,104,1.99
1079,104,1.99
1081,104,1.99
1082,105,1.99
1083,105,1.99
1084,105,1.99
1085,105,1.99
1086,106,0.99
1087,106,0.99
1089,106,0.99
1090,106,0.99
1091,106,0.99
1093,106,0.99
1094,106,0.99
1095,106,0.99
1096,106,0.99
1097,106,0.99
1098,106,0.99
1099,106,0.99
1100,106,0.99
1101,106,0.99
1102,107,1.99
1103,107,1.99
1104,107,1.99
1107,107,1.99
1108,107,1.99
1111,107,1.99
1112,107,1.99
1113,107,1.99
1114,107,1.99
1115,107,1.99
1118,107,1.99
1120,107,1.99
1121,107,1.99
1122,108,2.99
1123,108,2.99
1124,108,2.99
1125,108,2.99
1126,109,0.99
1127,109,0.99
1128,109,0.99
1131,110,1.99
1132,110,1.99
1134,110,1.99
1135,110,1.99
1136,110,1.99
1137,110,1.99
1138,110,1.99
1139,110,1.99
1140,110,1.99
1141,110,1.99
1142,111,1.99
1143,111,1.99
1144,111,1.99
1145,111,1.99
1146,111,1.99
1148,111,1.99
1149,111,1.99
1151,112,1.99
1152,112,1.99
1153,112,1.99
1154,112,1.99
1155,112,1.99
1156,112,1.99
1157,112,1.99
1158,112,1.99
1159,112,1.99
1160,112,1.99
1161,112,1.99
1162,112,1.99
1163,112,1.99
1164,112,1.99
1165,112,1.99
1166,112,1.99
1169,112,1.99
1170,113,0.99
1172,113,0.99
1173,113,0.99
1174,113,0.99
1175,113,0.99
1176,113,0.99
1177,113,0.99
1178,113,0.99
1179,113,0.99
1180,113,0.99
1181,113,0.99
1182,113,0.99
1185,113,0.99
1186,113,0.99
1187,114,1.99
1188,114,1.99
1189,114,1.99
1190,114,1.99
1191,114,1.99
1192,114,1.99
1193,114,1.99
1194,114,1.99
1195,114,1.99
1196,114,1.99
1197,114,1.99
1198,114,1.99
1199,114,1.99
1200,114,1.99
1202,114,1.99
1203,114,1.99
1204,115,1.99
1205,115,1.99
1206,115,1.99
1207,115,1.99
1208,116,1.99
1209,116,1.99
1211,116,1.99
1212,116,1.99
1213,116,1.99
1214,116,1.99
1215,116,1.99
1216,116,1.99
1217,116,1.99
1218,116,1.99
1219,116,1.99
1220,117,2.99
1221,117,2.99
1223,117,2.99
1225,118,1.99
1226,118,1.99
1227,119,1.99
1228,119,1.99
1229,119,1.99
1231,119,1.99
1232,119,1.99
1233,119,1.99
1234,119,1.99
1236,119,1.99
1237,119,1.99
1238,119,1.99
1240,120,1.99
1241,120,1.99
1242,120,1.99
1243,120,1.99
1244,121,1.99
1245,121,1.99
1246,121,1.99
1247,121,1.99
1248,121,1.99
1249,121,1.99
1250,121,1.99
1251,121,1.99
1252,121,1.99
1253,121,1.99
1254,122,1.99
1255,122,1.99
1256,122,1.99
1257,122,1.99
1258,122,1.99
1259,122,1.99
1260,122,1.99
1261,122,1.99
1263,122,1.99
1267,122,1.99
1268,123,0.99
1269,123,0.99
1270,123,0.99
1271,123,0.99
1272,123,0.99
1273,123,0.99
1274,123,0.99
1275,123,0.99
1277,123,0.99
1278,123,0.99
1279,124,0.99
1280,124,0.99
1281,124,0.99
1282,124,0.99
1283,124,0.99
1284,124,0.99
1285,124,0.99
1286,124,0.99
1289,124,0.99
1291,124,0.99
1292,124,0.99
1293,124,0.99
1294,124,0.99
1295,125,0.99
1296,125,0.99
1297,125,0.99
1301,125,0.99
1302,125,0.99
1305,125,0.99
1308,125,0.99
1310,125,0.99
1311,125,0.99
1312,125,0.99
1313,125,0.99
1315,126,1.99
1316,126,1.99
1317,126,1.99
1318,126,1.99
1319,126,1.99
1320,126,1.99
1321,126,1.99
1322,126,1.99
1323,126,1.99
1324,126,1.99
1325,127,1.99
1326,127,1.99
1328,127,1.99
1330,127,1.99
1331,127,1.99
1332,127,1.99
1333,127,1.99
1334,127,1.99
1336,127,1.99
1338,128,0.99
1340,128,0.99
1341,128,0.99
1342,128,0.99
1343,128,0.99
1344,128,0.99
1345,128,0.99
1346,128,0.99
1347,128,0.99
1348,128,0.99
1349,128,0.99
1350,128,0.99
1351,129,1.99
1353,129,1.99
1354,129,1.99
1355,129,1.99
1356,129,1.99
1357,129,1.99
1358,129,1.99
1359,129,1.99
1360,129,1.99
1361,129,1.99
1362,129,1.99
1363,129,1.99
1364,129,1.99
1365,129,1.99
1366,129,1.99
1367,129,1.99
1368,130,1.99
1369,130,1.99
1370,130,1.99
1371,130,1.99
1372,130,1.99
1373,130,1.99
1374,130,1.99
1375,131,2.99
1376,131,2.99
1377,131,2.99
1378,131,2.99
1379,131,2.99
1380,131,2.99
1382,131,2.99
1383,132,0.99
1386,132,0.99
1387,132,0.99
1388,132,0.99
1389,132,0.99
1390,132,0.99
1391,133,2.99
1392,133,2.99
1394,133,2.99
1395,133,2.99
1396,134,2.99
1397,134,2.99
1398,134,2.99
1399,134,2.99
1400,135,1.99
1401,135,1.99
1402,135,1.99
1403,135,1.99
1404,135,1.99
1405,135,1.99
1406,135,1.99
1407,135,1.99
1408,135,1.99
1409,135,1.99
1410,135,1.99
1411,135,1.99
1414,135,1.99
1415,135,1.99
1417,135,1.99
1418,136,1.99
1419,136,1.99
1420,136,1.99
1421,136,1.99
1422,136,1.99
1423,137,1.99
1424,137,1.99
1425,137,1.99
1426,137,1.99
1427,137,1.99
1428,137,1.99
1429,137,1.99
1430,137,1.99
1431,137,1.99
1432,138,1.99
1433,138,1.99
1434,138,1.99
1435,138,1.99
1436,138,1.99
1437,138,1.99
1438,138,1.99
1439,138,1.99
1441,138,1.99
1442,138,1.99
1444,138,1.99
1445,138,1.99
1446,138,1.99
1447,138,1.99
1448,138,1.99
1449,138,1.99
1450,138,1.99
1452,139,1.99
1453,139,1.99
1454,139,1.99
1456,139,1.99
1459,140,1.99
1460,140,1.99
1461,140,1.99
1463,140,1.99
1464,140,1.99
1465,140,1.99
1466,140,1.99
1467,140,1.99
1470,140,1.99
1472,140,1.99
1473,140,1.99
1474,141,1.99
1475,141,1.99
1476,141,1.99
1477,141,1.99
1478,141,1.99
1479,141,1.99
1480,141,1.99
1481,141,1.99
1483,142,0.99
1484,142,0.99
1485,142,0.99
1486,142,0.99
1487,142,0.99
1489,142,0.99
1490,142,0.99
1491,143,2.99
1494,143,2.99
1495,143,2.99
1496,143,2.99
1497,143,2.99
1498,143,2.99
1499,143,2.99
1501,144,0.99
1502,144,0.99
1503,144,0.99
1504,144,0.99
1505,144,0.99
1507,144,0.99
1508,144,0.99
1509,144,0.99
1510,144,0.99
1511,144,0.99
1512,144,0.99
1513,144,0.99
1514,144,0.99
1515,144,0.99
1516,144,0.99
1518,145,1.99
1519,145,1.99
1520,145,1.99
1521,145,1.99
1522,145,1.99
1523,145,1.99
1524,145,1.99
1525,145,1.99
1526,145,1.99
1527,146,1.99
1528,146,1.99
1529,146,1.99
1532,146,1.99
1533,146,1.99
1534,146,1.99
1535,146,1.99
1536,146,1.99
1537,146,1.99
1539,146,1.99
1540,146,1.99
1541,147,1.99
1542,147,1.99
1543,147,1.99
1544,147,1.99
1546,147,1.99
1547,148,2.99
1548,148,2.99
1549,148,2.99
1550,149,0.99
1551,149,0.99
1552,149,0.99
1553,149,0.99
1554,149,0.99
1555,150,1.99
1556,150,1.99
1557,151,1.99
1558,151,1.99
1560,151,1.99
1562,151,1.99
1563,152,1.99
1564,152,1.99
1565,152,1.99
1567,152,1.99
1569,152,1.99
1570,153,1.99
1572,153,1.99
1573,153,1.99
1574,153,1.99
1575,153,1.99
1576,153,1.99
1577,153,1.99
1578,153,1.99
1579,153,1.99
1581,153,1.99
1582,153,1.99
1583,153,1.99
1584,153,1.99
1585,153,1.99
1586,153,1.99
1587,154,1.99
1588,154,1.99
1590,154,1.99
1591,154,1.99
1593,154,1.99
1594,154,1.99
1595,154,1.99
1596,154,1.99
1597,155,2.99
1598,155,2.99
1599,156,1.99
1600,156,1.99
1601,156,1.99
1603,156,1.99
1604,156,1.99
1605,156,1.99
1606,156,1.99
1608,156,1.99
1610,156,1.99
1611,156,1.99
1612,156,1.99
1613,156,1.99
1614,156,1.99
1616,157,1.99
1617,157,1.99
1619,157,1.99
1620,157,1.99
1621,157,1.99
1622,157,1.99
1623,157,1.99
1624,157,1.99
1625,157,1.99
1626,157,1.99
1628,157,1.99
1629,157,1.99
1630,157,1.99
1631,158,1.99
1632,158,1.99
1633,158,1.99
1635,158,1.99
1636,158,1.99
1637,158,1.99
1638,158,1.99
1639,158,1.99
1640,158,1.99
1641,159,2.99
1643,160,1.99
1644,160,1.99
1645,160,1.99
1647,160,1.99
1649,160,1.99
1650,160,1.99
1651,160,1.99
1652,160,1.99
1653,160,1.99
1655,160,1.99
1656,160,1.99
1657,160,1.99
1658,160,1.99
1659,160,1.99
1660,160,1.99
1661,161,1.99
1662,161,1.99
1663,161,1.99
1664,162,1.99
1665,162,1.99
1666,162,1.99
1668,162,1.99
1669,162,1.99
1670,162,1.99
1671,162,1.99
1673,162,1.99
1674,162,1.99
1675,162,1.99
1676,162,1.99
1677,162,1.99
1678,162,1.99
1680,163,2.99
1681,164,1.99
1682,164,1.99
1683,164,1.99
1684,164,1.99
1685,164,1.99
1686,164,1.99
1687,164,1.99
1688,164,1.99
1689,164,1.99
1690,164,1.99
1691,164,1.99
1692,164,1.99
1693,164,1.99
1694,164,1.99
1695,164,1.99
1696,164,1.99
1697,164,1.99
1699,165,1.99
1700,165,1.99
1701,166,1.99
1702,166,1.99
1703,166,1.99
1704,167,1.99
1706,167,1.99
1707,168,1.99
1709,168,1.99
1710,168,1.99
1711,168,1.99
1712,168,1.99
1713,168,1.99
1714,168,1.99
1715,168,1.99
1716,168,1.99
1717,168,1.99
1718,169,1.99
1719,169,1.99
1721,169,1.99
1722,169,1.99
1723,169,1.99
1724,169,1.99
1725,169,1.99
1726,169,1.99
1727,169,1.99
1728,169,1.99
1729,169,1.99
1730,169,1.99
1731,169,1.99
1733,170,1.99
1734,170,1.99
1736,170,1.99
1737,170,1.99
1738,170,1.99
1739,170,1.99
1740,170,1.99
1741,170,1.99
1742,171,1.99
1743,171,1.99
1744,172,2.99
1745,172,2.99
1746,172,2.99
1747,172,2.99
1748,173,2.99
1749,173,2.99
1750,173,2.99
1751,173,2.99
1752,173,2.99
1753,173,2.99
1754,173,2.99
1755,173,2.99
1756,173,2.99
1757,174,2.99
1758,174,2.99
1759,175,1.99
1760,175,1.99
1761,176,1.99
1762,176,1.99
1764,176,1.99
1765,176,1.99
1766,176,1.99
1767,176,1.99
1768,176,1.99
1770,176,1.99
1772,177,1.99
1773,177,1.99
1774,177,1.99
1776,177,1.99
1778,177,1.99
1779,177,1.99
1780,177,1.99
1781,177,1.99
1782,177,1.99
1783,177,1.99
1784,177,1.99
1786,177,1.99
1787,177,1.99
1788,177,1.99
1789,177,1.99
1790,177,1.99
1791,178,1.99
1793,178,1.99
1794,178,1.99
1795,178,1.99
1796,178,1.99
1797,178,1.99
1798,178,1.99
1800,178,1.99
1801,178,1.99
1802,179,1.99
1803,179,1.99
1804,179,1.99
1806,179,1.99
1807,179,1.99
1808,179,1.99
1810,179,1.99
1811,179,1.99
1812,179,1.99
1813,179,1.99
1814,180,1.99
1815,180,1.99
1816,180,1.99
1817,180,1.99
1818,180,1.99
1819,180,1.99
1820,180,1.99
1822,180,1.99
1823,180,1.99
1824,180,1.99
1825,180,1.99
1826,180,1.99
1828,180,1.99
1829,180,1.99
1831,181,1.99
1832,181,1.99
1835,181,1.99
1836,181,1.99
1837,181,1.99
1838,181,1.99
1839,181,1.99
1840,181,1.99
1841,182,0.99
1842,182,0.99
1843,182,0.99
1844,182,0.99
1847,182,0.99
1848,182,0.99
1849,182,0.99
1850,182,0.99
1851,182,0.99
1852,182,0.99
1854,182,0.99
1855,182,0.99
1856,182,0.99
1857,182,0.99
1858,182,0.99
1859,183,1.99
1860,183,1.99
1861,184,1.99
1862,184,1.99
1863,184,1.99
1864,184,1.99
1865,184,1.99
1867,184,1.99
1868,184,1.99
1871,185,1.99
1872,185,1.99
1873,185,1.99
1874,185,1.99
1875,185,1.99
1876,185,1.99
1877,185,1.99
1878,185,1.99
1879,185,1.99
1880,185,1.99
1881,185,1.99
1882,185,1.99
1884,185,1.99
1885,185,1.99
1886,185,1.99
1887,185,1.99
1888,185,1.99
1889,185,1.99
1890,186,1.99
1891,186,1.99
1894,186,1.99
1895,186,1.99
1896,186,1.99
1897,186,1.99
1898,186,1.99
1899,186,1.99
1901,186,1.99
1902,187,1.99
1905,187,1.99
1906,187,1.99
1907,187,1.99
1908,188,1.99
1909,188,1.99
1910,188,1.99
1912,188,1.99
1913,188,1.99
1914,188,1.99
1915,188,1.99
1916,189,1.99
1917,189,1.99
1918,190,2.99
1919,190,2.99
1920,190,2.99
1921,190,2.99
1922,190,2.99
1923,190,2.99
1924,190,2.99
1925,190,2.99
1926,191,1.99
1927,191,1.99
1929,191,1.99
1931,191,1.99
1932,191,1.99
1933,191,1.99
1934,191,1.99
1935,191,1.99
1936,191,1.99
1937,191,1.99
1938,191,1.99
1940,191,1.99
1941,191,1.99
1942,191,1.99
1943,192,1.99
1945,193,1.99
1946,193,1.99
1947,193,1.99
1948,193,1.99
1950,193,1.99
1951,193,1.99
1952,193,1.99
